time_boot_ms,Lat,Lng,Alt,RelHomeAlt,RelOriginAlt
217297.391,391848347,-768259285,124.0999984741211,124.0999984741211,
217337.587,391848347,-768259285,124.0999984741211,124.0999984741211,
217377.431,391848348,-768259288,124.1199951171875,124.1199951171875,
217417.055,391848348,-768259288,124.1199951171875,124.1199951171875,
217456.925,391848348,-768259288,124.1199951171875,124.1199951171875,
217497.326,391848348,-768259288,124.1199951171875,124.1199951171875,
217537.615,391848348,-768259288,124.1199951171875,124.1199951171875,
217577.427,391848353,-768259289,124.08999633789062,124.08999633789062,
217617.02,391848353,-768259289,124.08999633789062,124.08999633789062,
217656.937,391848353,-768259289,124.08999633789062,124.08999633789062,
217697.358,391848353,-768259289,124.08999633789062,124.08999633789062,
217737.581,391848353,-768259289,124.08999633789062,124.08999633789062,
217777.528,391848356,-768259291,124.08999633789062,124.08999633789062,
217817.021,391848356,-768259291,124.08999633789062,124.08999633789062,
217856.951,391848356,-768259291,124.08999633789062,124.08999633789062,
217897.402,391848356,-768259291,124.08999633789062,124.08999633789062,
217937.377,391848356,-768259291,124.08999633789062,124.08999633789062,
217977.366,391848360,-768259293,124.06999969482422,124.06999969482422,
218016.935,391848360,-768259293,124.06999969482422,124.06999969482422,
218057.041,391848360,-768259293,124.06999969482422,124.06999969482422,
218097.45,391848360,-768259293,124.06999969482422,124.06999969482422,
218137.573,391848360,-768259293,124.06999969482422,124.06999969482422,
218177.314,391848363,-768259294,124.08999633789062,124.08999633789062,
218216.965,391848363,-768259294,124.08999633789062,124.08999633789062,
218257.089,391848363,-768259294,124.08999633789062,124.08999633789062,
218297.505,391848363,-768259294,124.08999633789062,124.08999633789062,
218337.628,391848363,-768259294,124.08999633789062,124.08999633789062,
218377.451,391848366,-768259296,124.12999725341797,124.12999725341797,
218416.915,391848366,-768259296,124.12999725341797,124.12999725341797,
218456.91,391848366,-768259296,124.12999725341797,124.12999725341797,
218497.473,391848366,-768259296,124.12999725341797,124.12999725341797,
218537.569,391848366,-768259296,124.12999725341797,124.12999725341797,
218577.441,391848370,-768259296,124.08999633789062,124.08999633789062,
218616.944,391848370,-768259296,124.08999633789062,124.08999633789062,
218656.895,391848370,-768259296,124.08999633789062,124.08999633789062,
218697.409,391848370,-768259296,124.08999633789062,124.08999633789062,
218737.476,391848370,-768259296,124.08999633789062,124.08999633789062,
218777.516,391848374,-768259296,124.0999984741211,124.0999984741211,
218816.98,391848374,-768259296,124.0999984741211,124.0999984741211,
218856.948,391848374,-768259296,124.0999984741211,124.0999984741211,
218897.389,391848374,-768259296,124.0999984741211,124.0999984741211,
218937.642,391848374,-768259296,124.0999984741211,124.0999984741211,
218977.519,391848378,-768259296,124.0999984741211,124.0999984741211,
219016.955,391848378,-768259296,124.0999984741211,124.0999984741211,
219056.958,391848378,-768259296,124.0999984741211,124.0999984741211,
219097.366,391848378,-768259296,124.0999984741211,124.0999984741211,
219137.513,391848378,-768259296,124.0999984741211,124.0999984741211,
219177.435,391848382,-768259297,124.11000061035156,124.11000061035156,
219217.068,391848382,-768259297,124.11000061035156,124.11000061035156,
219257.029,391848382,-768259297,124.11000061035156,124.11000061035156,
219297.392,391848382,-768259297,124.11000061035156,124.11000061035156,
219337.421,391848382,-768259297,124.11000061035156,124.11000061035156,
219377.491,391848386,-768259299,124.08999633789062,124.08999633789062,
219417.026,391848386,-768259299,124.08999633789062,124.08999633789062,
219456.969,391848386,-768259299,124.08999633789062,124.08999633789062,
219497.414,391848386,-768259299,124.08999633789062,124.08999633789062,
219537.538,391848386,-768259299,124.08999633789062,124.08999633789062,
219577.444,391848390,-768259299,124.08999633789062,124.08999633789062,
219617.01,391848390,-768259299,124.08999633789062,124.08999633789062,
219656.988,391848390,-768259299,124.08999633789062,124.08999633789062,
219697.433,391848390,-768259299,124.08999633789062,124.08999633789062,
219737.483,391848390,-768259299,124.08999633789062,124.08999633789062,
219777.382,391848397,-768259297,124.07999420166016,124.07999420166016,
219816.994,391848397,-768259297,124.07999420166016,124.07999420166016,
219857.075,391848397,-768259297,124.07999420166016,124.07999420166016,
219897.38,391848397,-768259297,124.07999420166016,124.07999420166016,
219937.509,391848397,-768259297,124.07999420166016,124.07999420166016,
219977.443,391848400,-768259299,124.08999633789062,124.08999633789062,
220016.873,391848400,-768259299,124.08999633789062,124.08999633789062,
220057.053,391848400,-768259299,124.08999633789062,124.08999633789062,
220097.455,391848400,-768259299,124.08999633789062,124.08999633789062,
220137.643,391848400,-768259299,124.08999633789062,124.08999633789062,
220177.395,391848404,-768259298,124.08999633789062,124.08999633789062,
220216.94,391848404,-768259298,124.08999633789062,124.08999633789062,
220256.892,391848404,-768259298,124.08999633789062,124.08999633789062,
220297.539,391848404,-768259298,124.08999633789062,124.08999633789062,
220337.543,391848404,-768259298,124.08999633789062,124.08999633789062,
220377.49,391848407,-768259299,124.08999633789062,124.08999633789062,
220416.929,391848407,-768259299,124.08999633789062,124.08999633789062,
220456.911,391848407,-768259299,124.08999633789062,124.08999633789062,
220497.429,391848407,-768259299,124.08999633789062,124.08999633789062,
220537.435,391848407,-768259299,124.08999633789062,124.08999633789062,
220577.46,391848411,-768259300,124.11000061035156,124.11000061035156,
220616.986,391848411,-768259300,124.11000061035156,124.11000061035156,
220657.038,391848411,-768259300,124.11000061035156,124.11000061035156,
220697.332,391848411,-768259300,124.11000061035156,124.11000061035156,
220737.59,391848411,-768259300,124.11000061035156,124.11000061035156,
220777.472,391848416,-768259300,124.08999633789062,124.08999633789062,
220817.012,391848416,-768259300,124.08999633789062,124.08999633789062,
220857.019,391848416,-768259300,124.08999633789062,124.08999633789062,
220897.458,391848416,-768259300,124.08999633789062,124.08999633789062,
220937.408,391848416,-768259300,124.08999633789062,124.08999633789062,
220977.374,391848420,-768259300,124.11000061035156,124.11000061035156,
221016.991,391848420,-768259300,124.11000061035156,124.11000061035156,
221056.996,391848420,-768259300,124.11000061035156,124.11000061035156,
221097.436,391848420,-768259300,124.11000061035156,124.11000061035156,
221137.503,391848420,-768259300,124.11000061035156,124.11000061035156,
221177.319,391848423,-768259301,124.1199951171875,124.1199951171875,
221216.941,391848423,-768259301,124.1199951171875,124.1199951171875,
221257.016,391848423,-768259301,124.1199951171875,124.1199951171875,
221297.461,391848423,-768259301,124.1199951171875,124.1199951171875,
221337.62,391848423,-768259301,124.1199951171875,124.1199951171875,
221377.402,391848427,-768259301,124.12999725341797,124.12999725341797,
221416.92,391848427,-768259301,124.12999725341797,124.12999725341797,
221456.928,391848427,-768259301,124.12999725341797,124.12999725341797,
